Marca temporal,Titulaciones que imparte,Área,Género,Edad (años),Experiencia docente,"Sobre el uso de los sistemas de mensajería en clase, prefiero",¿Qué plataforma de mensajería GRUPAL usas normalmente para comunicarte con tus compañeros y estudiantes?,"¿Qué tipo de bots (programas que respondan automáticamente a preguntas u órdenes)  podrían resultar útiles para mejorar los resultados de aprendizaje de los estudiantes o ayudarte, en general, a gestionar una asignatura?","La virtualización de la enseñanza debida al COVID este año o el anterior, ¿ha significado algún cambio en tu percepción o uso de mensajería en clase?"
10/02/2021 11:20:58,Grado,Ingeniería,Hombre,25-35,0-5 años,Un grupo con los estudiantes de mi asignatura,"Telegram, LinkedIn, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","Sí, he cambiado de plataforma de mensajería a otras más seguras."
10/02/2021 11:21:07,"Grado, Máster",Ingeniería,Mujer,45-55,15-25 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",prefiero responder yo en vez de usar programas que respondan automáticamente,"No, antes la usaba y ahora la sigo usando."
10/02/2021 11:22:26,Grado,Ingeniería,Hombre,45-55,más de 25 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Bots que guarden y recuperen preguntas frecuentes,"Sí, he cambiado de plataforma de mensajería a otras más seguras."
10/02/2021 11:25:19,"Grado, Máster, Doctorado",Ingeniería,Hombre,35-45,5-15 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas","No, no la usaba antes ni ahora."
10/02/2021 11:27:17,"Grado, Máster",Ingeniería,Hombre,35-45,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,Whatsapp,"Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, no la usaba antes ni ahora."
10/02/2021 11:36:06,"Grado, Máster, Doctorado, Títulos propios",Ingeniería,Hombre,35-45,5-15 años,Un grupo para el curso completo (profesores y estudiantes),"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 11:43:14,Grado,Ingeniería,Hombre,25-35,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Whatsapp, Slack","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
10/02/2021 11:44:40,"Grado, Máster",Ingeniería,Hombre,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 11:44:41,"Grado, Máster",Ingeniería,Hombre,Más de 55,más de 25 años,Un grupo para el curso completo (profesores y estudiantes),"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",ninguno,"No, antes la usaba y ahora la sigo usando."
10/02/2021 11:48:14,"Grado, Máster",Ingeniería,Hombre,35-45,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Whatsapp, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Bots que guarden y recuperen preguntas frecuentes,"No, no la usaba antes ni ahora."
10/02/2021 11:56:59,Grado,Ciencias Sociales,Hombre,Más de 55,más de 25 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Whatsapp, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Creo que Prado responde globalmente a todos estos bots,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
10/02/2021 12:58:48,"Grado, Máster, Doctorado",Ingeniería,Hombre,35-45,15-25 años,"Un grupo con los estudiantes de mi asignatura, Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería","Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
10/02/2021 13:27:00,Grado,Humanidades,Hombre,45-55,más de 25 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Ninguna, prefiero no usar ningún tipo de mensajería con los estudiantes.","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","No, no la usaba antes ni ahora."
10/02/2021 13:35:21,"Grado, Máster",Ingeniería,Hombre,45-55,5-15 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Bots que comuniquen las notas,"No, antes la usaba y ahora la sigo usando."
10/02/2021 13:45:32,Grado,Ingeniería,Hombre,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,Telegram,"Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
10/02/2021 13:48:05,"Grado, Máster, Títulos propios",Ingeniería,Hombre,35-45,15-25 años,Un grupo con los estudiantes de mi asignatura,Telegram,"Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 14:17:45,"Grado, Máster",Ciencias,Hombre,45-55,15-25 años,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)","Whatsapp, Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando), Bots que organicen preguntas de cuestionarios en función del porcentaje de respuestas correctas de cursos anteriores","Antes las usabas, pero ahora con mayor frecuencia."
10/02/2021 15:39:56,"Grado, Máster, Doctorado",Ingeniería,Mujer,45-55,más de 25 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 15:56:01,"Grado, Máster",Ingeniería,Hombre,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
10/02/2021 18:37:01,Doctorado,Ingeniería,Mujer,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, Telegram","Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, he cambiado de plataforma de mensajería a otras más seguras."
10/02/2021 18:53:54,Grado,Humanidades,Mujer,25-35,0-5 años,Un grupo para el curso completo (profesores y estudiantes),Whatsapp,Bots-agenda (que avisen p.e. del tiempo que queda para una entrega),"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
10/02/2021 19:05:52,"Grado, Máster",Ciencias Sociales,Mujer,45-55,15-25 años,"Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes), Un grupo para el curso completo (profesores y estudiantes)",Whatsapp,"Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 19:22:21,Grado,Ciencias,Hombre,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,Whatsapp,Bots que guarden y recuperen preguntas frecuentes,"No, antes la usaba y ahora la sigo usando."
10/02/2021 19:22:31,"Grado, Máster",Ciencias,Hombre,45-55,más de 25 años,"Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes), Un grupo para el curso completo (profesores y estudiantes)","Whatsapp, LinkedIn, Moodle","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
10/02/2021 19:24:01,Máster,Ciencias Sociales,Hombre,45-55,5-15 años,Un grupo para el curso completo (profesores y estudiantes),"Whatsapp, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 19:24:15,Grado,Ciencias,Mujer,45-55,5-15 años,"Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes)","Whatsapp, BBB",Bots que guarden y recuperen preguntas frecuentes,"Sí, he cambiado de plataforma de mensajería a otras más seguras."
10/02/2021 19:25:16,Grado,Ciencias Sociales,Hombre,45-55,15-25 años,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)","Whatsapp, Telegram, LinkedIn, Twitter mensajes","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, he cambiado de plataforma de mensajería a otras más seguras."
10/02/2021 19:55:11,Grado,Ciencias Sociales,Hombre,45-55,15-25 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,Whatsapp,Bots-agenda (que avisen p.e. del tiempo que queda para una entrega),"Sí, he cambiado de plataforma de mensajería a otras más seguras."
10/02/2021 20:13:11,Doctorado,Ciencias Sociales,Hombre,35-45,5-15 años,Un grupo para el curso completo (profesores y estudiantes),"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
10/02/2021 20:24:25,Máster,Ciencias Sociales,Mujer,45-55,más de 25 años,Un grupo con los estudiantes de mi asignatura,Whatsapp,Bots que guarden y recuperen preguntas frecuentes,"No, antes la usaba y ahora la sigo usando."
10/02/2021 20:42:24,Grado,Humanidades,Mujer,Más de 55,5-15 años,Un grupo para el curso completo (profesores y estudiantes),"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
10/02/2021 20:46:44,"Grado, Máster",Ciencias,Hombre,Más de 55,5-15 años,Un grupo con los estudiantes de mi asignatura,Whatsapp,"Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 20:49:35,Grado,Ciencias Sociales,Mujer,25-35,5-15 años,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)","Whatsapp, Plataforma virtual","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 20:51:20,"Grado, Máster",Ciencias,Hombre,Más de 55,0-5 años,Un grupo con los estudiantes de mi asignatura,Whatsapp,"Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 20:54:18,"Grado, Máster",Ciencias Sociales,Hombre,35-45,5-15 años,Un grupo para el curso completo (profesores y estudiantes),Whatsapp,"Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 20:57:05,Grado,Ciencias Sociales,Mujer,35-45,0-5 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, Telegram",Bots que guarden y recuperen preguntas frecuentes,"No, antes la usaba y ahora la sigo usando."
10/02/2021 20:57:12,"Grado, Máster",Ciencias Sociales,Hombre,35-45,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,Whatsapp,Bots que comuniquen las notas,"No, antes la usaba y ahora la sigo usando."
10/02/2021 21:03:01,Máster,Ciencias Sociales,Hombre,25-35,5-15 años,Un grupo con los estudiantes de mi asignatura,Whatsapp,"Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
10/02/2021 21:03:28,Máster,Ciencias Sociales,Hombre,Más de 55,más de 25 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, Ninguna, prefiero no usar ningún tipo de mensajería con los estudiantes.","Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 21:04:31,Grado,Ciencias Sociales,Hombre,45-55,5-15 años,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",Whatsapp,"Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 21:07:18,Grado,Ingeniería,Hombre,35-45,0-5 años,"Un grupo con los estudiantes de mi asignatura, Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes), Un grupo para el curso completo (profesores y estudiantes)",Whatsapp,"Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 21:34:34,Títulos propios,Ciencias,Mujer,Más de 55,más de 25 años,Un grupo para el curso completo (profesores y estudiantes),Correo electrónico institucional,"Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
10/02/2021 21:52:53,Grado,Ciencias Sociales,Hombre,45-55,5-15 años,Un grupo con los estudiantes de mi asignatura,Moodle,Bots-agenda (que avisen p.e. del tiempo que queda para una entrega),"No, no la usaba antes ni ahora."
11/02/2021 4:19:23,Grado,Ciencias,Hombre,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,"Correo electrónico, Plataforma EducaU y Teams.","Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, he cambiado de plataforma de mensajería a otras más seguras."
11/02/2021 5:09:57,Grado,Ciencias Sociales,Hombre,45-55,5-15 años,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)","Whatsapp, Grupo distribución Outlook","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes","No, antes la usaba y ahora la sigo usando."
11/02/2021 8:09:40,"Grado, Máster",Ingeniería,Hombre,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
11/02/2021 11:07:16,"Grado, Máster, Doctorado, Títulos propios",Ingeniería,Hombre,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)",He intensificado el uso.
11/02/2021 12:55:26,"Grado, Doctorado, Títulos propios",Ingeniería,Hombre,45-55,15-25 años,Un grupo con los estudiantes de mi asignatura,"Discord, Slack, Google meet, Zoom.","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes","Sí, me ha hecho tener que usar las herramientas con más frecuencia, y extender mi conocimiento de las herramientas disponibles."
11/02/2021 14:36:37,"Grado, Máster",Ciencias Sociales,Mujer,35-45,5-15 años,"Un grupo con los estudiantes de mi asignatura, Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes)",Telegram,"Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
11/02/2021 15:29:23,Grado,Ingeniería,Mujer,25-35,5-15 años,"Un grupo con los estudiantes de mi asignatura, Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería, Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes), Un grupo para el curso completo (profesores y estudiantes)","Whatsapp, Telegram, Discord","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
11/02/2021 18:58:55,"Grado, Máster, Doctorado",Ingeniería,Hombre,25-35,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Whatsapp, Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","No, no la usaba antes ni ahora."
11/02/2021 19:01:56,"Grado, Máster",Ingeniería,Hombre,35-45,15-25 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
11/02/2021 19:07:15,Grado,Ciencias,Hombre,35-45,5-15 años,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)","Whatsapp, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento, MOODLE","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
11/02/2021 19:32:28,"Grado, Máster, Doctorado",Ingeniería,Hombre,25-35,5-15 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
11/02/2021 19:51:00,Grado,Ingeniería,Hombre,25-35,0-5 años,Un grupo con los estudiantes de mi asignatura,"Telegram, Slack, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
11/02/2021 19:52:53,"Grado, Máster",Ingeniería,Hombre,35-45,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
11/02/2021 21:08:45,Grado,Ingeniería,Hombre,35-45,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Whatsapp, Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Bots que guarden y recuperen preguntas frecuentes,"No, antes la usaba y ahora la sigo usando."
11/02/2021 22:44:14,"Grado, Máster, Doctorado",Ingeniería,Hombre,35-45,5-15 años,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)","PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
12/02/2021 0:04:28,Grado,Ciencias,Hombre,25-35,5-15 años,Un grupo para el curso completo (profesores y estudiantes),"Telegram, El entorno virtual ","Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
12/02/2021 0:28:13,Grado,Ingeniería,Hombre,25-35,0-5 años,Un grupo para el curso completo (profesores y estudiantes),"Moodle, Teams","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
12/02/2021 1:43:50,Grado,Ciencias Sociales,Mujer,45-55,15-25 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Ninguna, prefiero no usar ningún tipo de mensajería con los estudiantes.","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, no la usaba antes ni ahora."
12/02/2021 1:57:23,Grado,Ciencias Sociales,Hombre,45-55,15-25 años,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería, Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes)",Whatsapp,Bots que comuniquen las notas,"Sí, he cambiado de plataforma de mensajería a otras más seguras."
12/02/2021 2:31:53,Máster,Ciencias Sociales,Mujer,45-55,5-15 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
12/02/2021 9:15:34,"Grado, Máster, Doctorado",Ingeniería,Hombre,Más de 55,más de 25 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento, Correo institucional","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
12/02/2021 9:58:08,"Grado, Máster, Doctorado",Ingeniería,Hombre,35-45,5-15 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Whatsapp, Slack, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
12/02/2021 10:42:47,Grado,Ciencias,Hombre,25-35,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Whatsapp, Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
