Agenda,ClassMaterial,Age,Experience,FAQ,Grades,Gender,"PostCOVID changes","Marca temporal",None,Other,OtherBot,Provided,Sector,Slack,"Messaging Organization",Telegram,Degrees,WhatsApp,Discipline
No,Yes,"Más de 55","5-15 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","10/02/2021 20:46:44",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",Yes,Ciencias
Yes,Yes,25-35,"5-15 años",No,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","10/02/2021 20:49:35",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,Grado,Yes,"Ciencias Sociales"
No,Yes,"Más de 55","0-5 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","10/02/2021 20:51:20",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",Yes,Ciencias
Yes,Yes,35-45,"5-15 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","10/02/2021 20:54:18",No,No,No,No,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado, Máster",Yes,"Ciencias Sociales"
No,No,35-45,"0-5 años",Yes,No,Mujer,"No, antes la usaba y ahora la sigo usando.","10/02/2021 20:57:05",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",Yes,Grado,Yes,"Ciencias Sociales"
No,No,35-45,"0-5 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","10/02/2021 20:57:12",No,No,No,No,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado, Máster",Yes,"Ciencias Sociales"
Yes,No,25-35,"5-15 años",Yes,Yes,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","10/02/2021 21:03:01",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,Máster,Yes,"Ciencias Sociales"
No,Yes,"Más de 55","más de 25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","10/02/2021 21:03:28",Yes,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,Máster,Yes,"Ciencias Sociales"
No,Yes,45-55,"5-15 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","10/02/2021 21:04:31",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,Grado,Yes,"Ciencias Sociales"
Yes,Yes,35-45,"0-5 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","10/02/2021 21:07:18",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes), Un grupo para el curso completo (profesores y estudiantes)",No,Grado,Yes,Ingeniería
Yes,Yes,"Más de 55","más de 25 años",Yes,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","10/02/2021 21:34:34",No,Yes,No,No,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Títulos propios",No,Ciencias
Yes,No,45-55,"5-15 años",No,No,Hombre,"No, no la usaba antes ni ahora.","10/02/2021 21:52:53",No,Yes,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,No,"Ciencias Sociales"
No,Yes,35-45,"5-15 años",Yes,Yes,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","11/02/2021 4:19:23",No,Yes,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,No,Ciencias
Yes,No,45-55,"5-15 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","11/02/2021 5:09:57",No,Yes,No,No,University,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,Grado,Yes,"Ciencias Sociales"
Yes,No,35-45,"5-15 años",No,Yes,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","11/02/2021 8:09:40",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",No,Ingeniería
Yes,Yes,35-45,"5-15 años",No,No,Hombre,"He intensificado el uso.","11/02/2021 11:07:16",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster, Doctorado, Títulos propios",No,Ingeniería
Yes,No,45-55,"15-25 años",Yes,No,Hombre,"Sí, me ha hecho tener que usar las herramientas con más frecuencia, y extender mi conocimiento de las herramientas disponibles.","11/02/2021 12:55:26",No,Yes,No,No,University,Yes,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Doctorado, Títulos propios",No,Ingeniería
Yes,No,35-45,"5-15 años",No,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","11/02/2021 14:36:37",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes)",Yes,"Grado, Máster",No,"Ciencias Sociales"
Yes,Yes,25-35,"5-15 años",No,No,Mujer,"No, antes la usaba y ahora la sigo usando.","11/02/2021 15:29:23",No,Yes,No,No,University,No,"Un grupo con los estudiantes de mi asignatura, Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería, Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes), Un grupo para el curso completo (profesores y estudiantes)",Yes,Grado,Yes,Ingeniería
Yes,No,25-35,"0-5 años",No,Yes,Hombre,"No, no la usaba antes ni ahora.","11/02/2021 18:58:55",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,"Grado, Máster, Doctorado",Yes,Ingeniería
Yes,No,35-45,"15-25 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","11/02/2021 19:01:56",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",No,Ingeniería
Yes,No,35-45,"5-15 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","11/02/2021 19:07:15",No,Yes,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,Grado,Yes,Ciencias
Yes,Yes,25-35,"5-15 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","11/02/2021 19:32:28",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster, Doctorado",No,Ingeniería
Yes,Yes,25-35,"0-5 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","11/02/2021 19:51:00",No,No,No,Yes,University,Yes,"Un grupo con los estudiantes de mi asignatura",Yes,Grado,No,Ingeniería
No,Yes,35-45,"0-5 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","11/02/2021 19:52:53",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado, Máster",No,Ingeniería
No,No,35-45,"0-5 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","11/02/2021 21:08:45",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,Grado,Yes,Ingeniería
Yes,No,35-45,"5-15 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","11/02/2021 22:44:14",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,"Grado, Máster, Doctorado",No,Ingeniería
No,Yes,25-35,"5-15 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","12/02/2021 0:04:28",No,Yes,No,No,University,No,"Un grupo para el curso completo (profesores y estudiantes)",Yes,Grado,No,Ciencias
Yes,No,25-35,"0-5 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","12/02/2021 0:28:13",No,Yes,No,No,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,Grado,No,Ingeniería
Yes,Yes,45-55,"15-25 años",Yes,No,Mujer,"No, no la usaba antes ni ahora.","12/02/2021 1:43:50",Yes,No,No,No,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,Grado,No,"Ciencias Sociales"
No,No,45-55,"15-25 años",No,Yes,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","12/02/2021 1:57:23",No,No,No,No,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería, Un grupo para toda la titulación, Facultad o Escuela (profesores y estudiantes)",No,Grado,Yes,"Ciencias Sociales"
No,Yes,45-55,"5-15 años",No,No,Mujer,"No, antes la usaba y ahora la sigo usando.","12/02/2021 2:31:53",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Máster,No,"Ciencias Sociales"
Yes,Yes,"Más de 55","más de 25 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","12/02/2021 9:15:34",No,Yes,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster, Doctorado",No,Ingeniería
Yes,Yes,35-45,"5-15 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","12/02/2021 9:58:08",No,No,No,Yes,University,Yes,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado, Máster, Doctorado",Yes,Ingeniería
Yes,No,25-35,"0-5 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","12/02/2021 10:42:47",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,Grado,Yes,Ciencias
Yes,No,35-45,"5-15 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","12/02/2021 14:49:40",Yes,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,Grado,No,Ciencias
No,Yes,25-35,"0-5 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","12/02/2021 16:19:59",No,No,No,Yes,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,Grado,No,"Ciencias Sociales"
Yes,Yes,25-35,"5-15 años",Yes,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","12/02/2021 16:47:36",No,Yes,No,No,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,Grado,No,"Ciencias Sociales"
Yes,Yes,"Más de 55","15-25 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","12/02/2021 16:59:17",No,Yes,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Máster,No,Ciencias
No,Yes,45-55,"15-25 años",No,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","12/02/2021 23:41:42",No,No,No,No,University,No,"Un grupo para el curso completo (profesores y estudiantes)",Yes,Grado,Yes,"Ciencias Sociales"
No,Yes,45-55,"15-25 años",No,No,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","13/02/2021 19:34:16",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,Grado,No,Ingeniería
Yes,Yes,45-55,"más de 25 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","15/02/2021 1:40:15",No,Yes,No,Yes,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,Máster,Yes,"Ciencias Sociales"
No,No,45-55,"15-25 años",No,Yes,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","15/02/2021 10:24:25",No,No,No,Yes,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado, Máster, Doctorado",No,"Ciencias Sociales"
Yes,Yes,25-35,"0-5 años",Yes,Yes,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","15/02/2021 10:26:06",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",Yes,Grado,No,"Ciencias Sociales"
Yes,Yes,25-35,"0-5 años",Yes,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","15/02/2021 10:28:32",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",Yes,Grado,No,Humanidades
Yes,Yes,25-35,"0-5 años",Yes,Yes,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","15/02/2021 10:32:54",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,Yes,"Ciencias Sociales"
No,No,25-35,"0-5 años",Yes,Yes,Hombre,"No, no la usaba antes ni ahora.","15/02/2021 10:59:41",No,No,No,No,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,Grado,Yes,Ingeniería
Yes,No,25-35,"5-15 años",Yes,Yes,Hombre,"No, no la usaba antes ni ahora.","15/02/2021 11:50:01",No,Yes,No,No,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,"Grado, Títulos propios",Yes,Ingeniería
Yes,No,"Más de 55","más de 25 años",No,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","15/02/2021 12:25:12",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,Yes,Ciencias
Yes,No,25-35,"0-5 años",Yes,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","15/02/2021 13:16:37",No,No,No,Yes,University,Yes,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,"Grado, Máster, Doctorado",Yes,Biosanitaria
Yes,Yes,45-55,"más de 25 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","15/02/2021 16:19:38",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",Yes,"Grado, Máster",Yes,"Ciencias Sociales"
Yes,Yes,35-45,"5-15 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","15/02/2021 19:33:48",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster, Doctorado",Yes,Biosanitaria
Yes,No,25-35,"0-5 años",No,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","15/02/2021 19:46:46",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura, Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,Grado,Yes,Ciencias
Yes,Yes,25-35,"0-5 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","15/02/2021 19:59:28",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,Grado,No,Ingeniería
No,Yes,25-35,"0-5 años",Yes,No,"Prefiero no decirlo","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","15/02/2021 19:59:29",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,No,Ingeniería
Yes,Yes,35-45,"0-5 años",Yes,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","15/02/2021 20:21:55",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado, Títulos propios",Yes,"Ciencias Sociales"
Yes,Yes,45-55,"más de 25 años",Yes,Yes,Hombre,"Antes la usaba, pero ahora muchísimo más","15/02/2021 20:34:09",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado, Máster, Doctorado, Aula de Mayores/Extensión Universitaria",No,Humanidades
No,No,45-55,"5-15 años",No,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","15/02/2021 20:41:13",No,No,Yes,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,"Grado, Máster, Títulos propios, Aula de Mayores/Extensión Universitaria",Yes,Biosanitaria
Yes,Yes,45-55,"15-25 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","15/02/2021 21:20:03",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,"Grado, Máster, Doctorado",No,Ingeniería
No,Yes,25-35,"0-5 años",Yes,No,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","16/02/2021 0:01:24",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,Grado,No,"Ciencias Sociales"
Yes,No,35-45,"5-15 años",No,No,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","16/02/2021 0:47:16",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",Yes,"Grado, Máster",Yes,"Ciencias Sociales"
No,No,45-55,"15-25 años",No,Yes,Mujer,"No, no la usaba antes ni ahora.","16/02/2021 7:57:47",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,No,"Ciencias Sociales"
No,No,35-45,"0-5 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","16/02/2021 8:35:32",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,No,Ciencias
No,No,"Más de 55","15-25 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","16/02/2021 9:16:25",No,No,No,Yes,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado, Máster, Doctorado, Títulos propios",Yes,Ingeniería
Yes,Yes,35-45,"0-5 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","16/02/2021 9:21:31",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",No,"Ciencias Sociales"
Yes,Yes,"Más de 55","más de 25 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","16/02/2021 9:21:58",No,Yes,No,Yes,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado, Máster",No,Ingeniería
Yes,No,25-35,"0-5 años",No,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","16/02/2021 9:25:48",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",Yes,"Ciencias Sociales"
No,No,45-55,"más de 25 años",No,No,Mujer,"SIGO USANDO PRADO IGUAL QUE ANTES","16/02/2021 9:27:54",No,No,Yes,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster, Doctorado",No,Ingeniería
Yes,No,45-55,"15-25 años",Yes,Yes,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","16/02/2021 9:28:07",No,No,No,Yes,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,Grado,No,Ingeniería
Yes,Yes,25-35,"0-5 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","16/02/2021 9:32:27",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",Yes,Grado,No,Ingeniería
Yes,No,25-35,"0-5 años",No,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","16/02/2021 10:05:33",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",Yes,Grado,Yes,Biosanitaria
No,Yes,45-55,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","16/02/2021 10:08:18",No,Yes,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster, Doctorado",No,Biosanitaria
Yes,No,45-55,"15-25 años",No,Yes,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","16/02/2021 10:08:56",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",Yes,Ciencias
Yes,No,35-45,"0-5 años",Yes,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","16/02/2021 10:13:53",No,Yes,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",Yes,Biosanitaria
Yes,No,45-55,"0-5 años",Yes,No,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","16/02/2021 10:15:00",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,Yes,Ciencias
Yes,No,35-45,"5-15 años",No,No,Mujer,"No, no la usaba antes ni ahora.","16/02/2021 10:25:35",Yes,No,No,No,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado, Máster, Doctorado",No,Biosanitaria
No,No,"Más de 55","más de 25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","16/02/2021 10:43:03",No,Yes,Yes,No,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,Grado,No,Ciencias
Yes,No,25-35,"0-5 años",Yes,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","16/02/2021 10:58:30",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,No,Ciencias
No,Yes,45-55,"15-25 años",No,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","16/02/2021 12:19:05",No,Yes,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",No,Biosanitaria
No,Yes,45-55,"5-15 años",Yes,No,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","16/02/2021 12:40:12",No,No,Yes,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster, Doctorado",Yes,Biosanitaria
No,No,45-55,"más de 25 años",No,No,Hombre,"Un aumento en la frecuencia de uso de la mensajería.","17/02/2021 8:12:35",No,Yes,Yes,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado, Máster",Yes,Biosanitaria
No,No,35-45,"0-5 años",Yes,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","17/02/2021 9:02:32",No,Yes,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",No,Biosanitaria
No,Yes,45-55,"15-25 años",Yes,No,Mujer,"No, antes la usaba y ahora la sigo usando.","17/02/2021 9:26:31",No,No,No,Yes,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado, Máster, Doctorado, Títulos propios",No,Biosanitaria
Yes,No,35-45,"5-15 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","17/02/2021 9:44:30",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",Yes,Ciencias
Yes,No,35-45,"0-5 años",No,Yes,"Prefiero no decirlo","No, antes la usaba y ahora la sigo usando.","17/02/2021 12:42:25",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",Yes,Grado,Yes,"Ciencias Sociales"
Yes,No,25-35,"0-5 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","17/02/2021 12:43:45",No,No,No,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,Grado,No,Ingeniería
No,Yes,"Más de 55","más de 25 años",Yes,Yes,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","17/02/2021 13:28:30",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster, Doctorado",Yes,Biosanitaria
No,No,35-45,"5-15 años",No,No,Mujer,"No, no la usaba antes ni ahora.","17/02/2021 14:47:39",Yes,No,Yes,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster, Doctorado",No,Biosanitaria
No,Yes,35-45,"5-15 años",No,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","17/02/2021 16:26:42",No,No,No,No,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,Grado,Yes,"Ciencias Sociales"
Yes,Yes,35-45,"15-25 años",Yes,No,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","17/02/2021 18:13:20",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado, Máster",No,"Ciencias Sociales"
No,No,"Más de 55","más de 25 años",Yes,No,Mujer,"No, antes la usaba y ahora la sigo usando.","18/02/2021 11:23:16",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,No,Biosanitaria
Yes,Yes,35-45,"5-15 años",Yes,Yes,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","20/02/2021 20:18:23",No,Yes,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",Yes,Grado,Yes,"Ciencias Sociales"
No,Yes,35-45,"0-5 años",No,No,Hombre,"No, no la usaba antes ni ahora.","20/02/2021 22:15:11",Yes,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,No,Ciencias
No,Yes,25-35,"0-5 años",No,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","21/02/2021 11:40:07",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,No,Ciencias
Yes,Yes,45-55,"más de 25 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","23/02/2021 20:40:20",No,No,No,No,University,No,"Un grupo con los estudiantes de mi asignatura",Yes,"Grado, Máster",Yes,Ingeniería
