Agenda,ClassMaterial,Age,Experience,FAQ,Grades,Gender,"PostCOVID changes","Marca temporal",None,Other,OtherBot,Provided,Sector,Slack,"Messaging Organization",Telegram,Degrees,WhatsApp,Discipline
Yes,Yes,45-55,"más de 25 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","24/02/2021 9:38:38",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,"Grado, Máster",No,Ingeniería
Yes,No,"Más de 55","más de 25 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","24/02/2021 10:11:08",No,No,No,Yes,University,No,"Un grupo con los estudiantes de mi asignatura",No,Grado,No,Ingeniería
Yes,Yes,35-45,"15-25 años",Yes,No,Hombre,"La usaba y uso de vez en cuando para consultas/tutorías.","1/03/2021 22:46:29",No,No,Yes,Yes,University,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,"Grado, Máster, Títulos propios",No,Ingeniería
No,Yes,45-55,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","2/03/2021 9:37:44",No,Yes,No,No,University,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado, Máster, Doctorado",No,Ingeniería
No,No,35-45,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 19:58:45",No,No,Yes,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",No,Tecnología
Yes,No,45-55,"15-25 años",Yes,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","8/02/2021 20:31:33",No,No,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura, Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,"Grado superior",Yes,Tecnología
No,No,45-55,"5-15 años",No,No,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 20:59:39",No,Yes,Yes,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio, Grado superior",No,No
Yes,No,"Más de 55","más de 25 años",No,No,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:04:12",No,No,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería, Un grupo para el curso completo (profesores y estudiantes)",No,"Grado superior",Yes,"Ciencias Sociales"
Yes,No,35-45,"5-15 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:08:52",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",No,Tecnología
No,No,45-55,"15-25 años",No,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:11:09",No,No,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio, Grado superior",Yes,Tecnología
No,No,35-45,"15-25 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:11:27",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio, Grado superior",No,Tecnología
Yes,No,35-45,"15-25 años",Yes,Yes,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","8/02/2021 21:21:29",No,Yes,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",Yes,"Grado medio, Grado superior",Yes,Tecnología
No,No,No,No,No,No,No,No,"8/02/2021 21:21:40",No,No,No,No,Vocational,No,No,No,No,No,No
No,Yes,45-55,"15-25 años",No,No,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:23:52",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio",No,Tecnología
No,No,45-55,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:24:12",No,No,Yes,No,Vocational,Yes,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio, Grado superior",Yes,Tecnología
Yes,Yes,35-45,"15-25 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:24:23",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,"Grado superior",No,Tecnología
No,No,35-45,"15-25 años",No,No,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","8/02/2021 21:25:52",No,Yes,Yes,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio",Yes,Tecnología
No,No,35-45,"5-15 años",Yes,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:26:37",No,Yes,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para toda la titulación o instituto (profesores y estudiantes)",No,"Grado medio",No,Tecnología
Yes,Yes,45-55,"5-15 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:27:50",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio",Yes,Tecnología
Yes,Yes,45-55,"15-25 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:31:32",No,No,No,Yes,Vocational,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado medio",No,Tecnología
Yes,Yes,"Más de 55","más de 25 años",Yes,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:36:42",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio",Yes,"Ciencias Sociales"
No,No,45-55,"15-25 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:38:21",No,No,No,Yes,Vocational,No,"Un grupo para toda la titulación o instituto (profesores y estudiantes)",Yes,"Grado medio",Yes,Tecnología
No,Yes,35-45,"5-15 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:38:43",No,No,No,No,Vocational,Yes,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,"Grado superior, Curso de especialización",No,Tecnología
Yes,Yes,35-45,"5-15 años",Yes,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","8/02/2021 21:39:15",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",Yes,Tecnología
Yes,Yes,45-55,"5-15 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:42:31",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para toda la titulación o instituto (profesores y estudiantes), Un grupo para el curso completo (profesores y estudiantes)",No,"Grado medio, Grado superior",No,Tecnología
No,Yes,45-55,"15-25 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:44:34",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",No,Tecnología
No,Yes,45-55,"15-25 años",No,No,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:49:19",No,Yes,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio",No,Tecnología
No,Yes,35-45,"0-5 años",Yes,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","8/02/2021 21:50:02",No,Yes,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",Yes,"Grado superior",Yes,Tecnología
Yes,No,45-55,"más de 25 años",Yes,No,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:51:38",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",No,Tecnología
No,Yes,35-45,"15-25 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:51:52",No,No,No,No,Vocational,Yes,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",No,Tecnología
No,Yes,35-45,"0-5 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:53:50",No,No,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio",Yes,Tecnología
Yes,No,45-55,"15-25 años",Yes,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 21:53:50",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,"Grado medio, Grado superior",Yes,Tecnología
No,Yes,"Más de 55","más de 25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 22:03:16",No,Yes,No,No,Vocational,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado medio",Yes,Tecnología
No,Yes,45-55,"más de 25 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 22:04:47",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",No,Tecnología
No,Yes,45-55,"15-25 años",Yes,No,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 22:05:10",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",Yes,Tecnología
Yes,No,"Más de 55","15-25 años",No,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","8/02/2021 22:05:14",No,Yes,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio",Yes,No
Yes,Yes,45-55,"15-25 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 22:22:57",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio",Yes,Tecnología
No,Yes,35-45,"0-5 años",No,Yes,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","8/02/2021 22:22:57",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",Yes,"Grado medio, Grado superior",No,Ciencias
Yes,No,35-45,"0-5 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 22:29:41",No,No,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio, Grado superior",Yes,Ciencias
Yes,Yes,35-45,"15-25 años",Yes,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 22:51:40",No,Yes,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para toda la titulación o instituto (profesores y estudiantes)",No,"Grado superior",No,Tecnología
No,No,No,No,No,No,No,No,"8/02/2021 22:52:45",No,No,No,No,Vocational,No,No,No,No,No,No
Yes,Yes,45-55,"más de 25 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 23:16:23",No,No,No,No,Vocational,No,"Un grupo para el curso completo (profesores y estudiantes)",Yes,"Grado medio, Grado superior",Yes,Tecnología
No,No,35-45,"5-15 años",Yes,No,Mujer,"No, antes la usaba y ahora la sigo usando.","8/02/2021 23:24:26",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio, Grado superior",No,Tecnología
Yes,No,45-55,"5-15 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","8/02/2021 23:37:20",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",Yes,Tecnología
No,Yes,45-55,"0-5 años",No,No,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 0:15:14",Yes,No,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio",No,Tecnología
Yes,No,45-55,"0-5 años",Yes,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","9/02/2021 6:36:45",No,No,No,Yes,Vocational,Yes,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",Yes,Tecnología
No,Yes,45-55,"más de 25 años",No,No,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 6:42:11",Yes,No,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",No,Tecnología
Yes,Yes,35-45,"0-5 años",Yes,Yes,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","9/02/2021 8:01:08",No,Yes,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio",No,Tecnología
Yes,No,45-55,"15-25 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 8:01:36",No,No,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",Yes,Tecnología
Yes,No,"Más de 55","más de 25 años",No,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 8:28:45",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio",No,"Ciencias Sociales"
No,Yes,45-55,"más de 25 años",No,No,Hombre,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","9/02/2021 8:28:49",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior, CETIC",No,Tecnología
Yes,No,45-55,"más de 25 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 8:49:14",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",Yes,Tecnología
Yes,Yes,35-45,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 9:41:04",No,No,No,No,Vocational,Yes,"Un grupo con los estudiantes de mi asignatura, Un grupo para toda la titulación o instituto (profesores y estudiantes), Un grupo para el curso completo (profesores y estudiantes)",Yes,"Grado superior",No,Tecnología
No,No,45-55,"15-25 años",Yes,Yes,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","9/02/2021 9:44:12",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,"Grado superior",Yes,Tecnología
Yes,Yes,35-45,"5-15 años",No,No,Mujer,"No, antes la usaba y ahora la sigo usando.","9/02/2021 9:44:51",No,Yes,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",No,Tecnología
No,Yes,35-45,"0-5 años",No,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 9:48:27",No,No,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",Yes,Tecnología
Yes,Yes,35-45,"15-25 años",Yes,No,Mujer,"No, antes la usaba y ahora la sigo usando.","9/02/2021 9:50:33",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio",No,Tecnología
Yes,No,45-55,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 9:50:57",No,No,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,"Grado medio, Grado superior",Yes,Tecnología
Yes,No,35-45,"5-15 años",Yes,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","9/02/2021 9:52:54",No,No,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",Yes,"Grado superior",Yes,Tecnología
Yes,No,25-35,"0-5 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 9:58:16",No,Yes,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior, Bachillerato",No,Tecnología
Yes,No,45-55,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 10:06:09",Yes,No,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",No,Tecnología
Yes,No,45-55,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 10:12:58",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",Yes,"Grado medio",Yes,Tecnología
Yes,No,35-45,"0-5 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 10:13:54",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",No,No
Yes,No,25-35,"0-5 años",Yes,Yes,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","9/02/2021 10:17:16",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",Yes,Ciencias
No,Yes,45-55,"0-5 años",No,No,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 10:27:31",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",No,Ciencias
Yes,Yes,45-55,"0-5 años",Yes,No,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 10:46:00",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado medio, Grado superior",Yes,"Ciencias Sociales"
No,Yes,45-55,"0-5 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 11:09:38",No,Yes,No,No,Vocational,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado medio, Grado superior",No,"Ciencias Sociales"
Yes,Yes,"Más de 55","más de 25 años",Yes,Yes,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 11:13:38",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",No,"Ciencias Sociales"
Yes,Yes,"Más de 55","más de 25 años",Yes,Yes,Mujer,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 11:26:17",No,Yes,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",No,"Ciencias Sociales"
Yes,Yes,45-55,"más de 25 años",Yes,Yes,Hombre,"No, no la usaba antes ni ahora.","9/02/2021 16:14:29",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Aula de Mayores/Extensión Universitaria",No,Tecnología
Yes,Yes,"Más de 55","más de 25 años",No,Yes,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 16:53:56",No,No,No,Yes,Vocational,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado medio",Yes,No
No,No,45-55,"0-5 años",Yes,No,Hombre,"No, no la usaba antes ni ahora.","9/02/2021 17:33:24",No,No,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",Yes,No
Yes,No,45-55,"15-25 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 17:33:43",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura, Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,"Grado superior",Yes,Tecnología
No,No,45-55,"15-25 años",Yes,No,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 18:10:20",No,No,No,Yes,Vocational,No,"Un grupo para el curso completo (profesores y estudiantes)",No,"Grado superior",No,Tecnología
No,Yes,"Más de 55","más de 25 años",No,Yes,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","9/02/2021 18:29:45",No,Yes,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",Yes,Tecnología
Yes,Yes,35-45,"0-5 años",Yes,Yes,Hombre,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso.","9/02/2021 18:33:36",No,No,No,No,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",Yes,Tecnología
Yes,No,35-45,"0-5 años",Yes,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 18:41:08",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",Yes,Tecnología
No,Yes,35-45,"0-5 años",No,No,Mujer,"No, antes la usaba y ahora la sigo usando.","9/02/2021 19:14:44",No,Yes,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",No,Tecnología
Yes,Yes,45-55,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 19:14:48",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",Yes,Tecnología
Yes,Yes,45-55,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 19:16:56",No,No,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",Yes,Tecnología
No,Yes,35-45,"0-5 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 19:23:10",No,Yes,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",No,Tecnología
Yes,No,25-35,"0-5 años",No,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","9/02/2021 19:35:45",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",No,"Grado superior",No,Ciencias
No,Yes,45-55,"15-25 años",Yes,No,Mujer,"No, antes la usaba y ahora la sigo usando.","9/02/2021 19:46:26",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",No,Tecnología
No,No,45-55,"5-15 años",Yes,No,Mujer,"Sí, he cambiado de plataforma de mensajería a otras más seguras.","9/02/2021 19:52:39",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado superior",Yes,Tecnología
No,Yes,35-45,"15-25 años",Yes,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","9/02/2021 20:24:11",No,No,No,Yes,Vocational,Yes,"Un grupo con los estudiantes de mi asignatura",Yes,"Grado medio, Bachillerato",No,Tecnología
Yes,No,45-55,"15-25 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 20:31:14",No,No,No,Yes,Vocational,Yes,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",No,Tecnología
Yes,No,45-55,"15-25 años",No,Yes,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 20:35:30",No,No,No,No,Vocational,Yes,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)",No,"Grado superior",No,Tecnología
Yes,No,45-55,"5-15 años",No,No,Mujer,"No, antes la usaba y ahora la sigo usando.","9/02/2021 20:39:25",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio",No,Tecnología
Yes,Yes,45-55,"15-25 años",Yes,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","9/02/2021 20:56:40",No,Yes,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",Yes,Tecnología
Yes,Yes,35-45,"5-15 años",Yes,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","9/02/2021 20:58:42",No,No,No,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,"Grado medio",Yes,Tecnología
Yes,No,45-55,"15-25 años",No,Yes,Mujer,"No, antes la usaba y ahora la sigo usando.","9/02/2021 21:07:52",No,No,No,Yes,Vocational,No,"Un grupo con los estudiantes de mi asignatura",No,"Grado medio, Grado superior",Yes,Tecnología
Yes,Yes,45-55,"5-15 años",Yes,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 21:13:50",Yes,No,No,No,Vocational,Yes,"Un grupo con los estudiantes de mi asignatura",Yes,"Grado medio",No,Tecnología
No,No,45-55,"más de 25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","9/02/2021 21:49:43",No,Yes,Yes,Yes,Vocational,No,"Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería",Yes,"Grado superior",Yes,Tecnología
No,Yes,45-55,"15-25 años",No,No,Hombre,"No, antes la usaba y ahora la sigo usando.","10/02/2021 6:57:31",No,No,No,No,Vocational,Yes,"Un grupo con los estudiantes de mi asignatura",Yes,"Grado superior",No,Tecnología
Yes,Yes,"Más de 55","más de 25 años",No,No,Mujer,"Antes usaba Moodle","13/02/2021 8:08:12",No,No,No,No,Vocational,No,"Un grupo con los estudiantes de mi asignatura",Yes,"Grado medio",Yes,Tecnología
